Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,AnnualDiv,DividendYield,SMA20,SMA50,Signal
2025-07-30 00:00:00+09:00,262432.7035104364,265426.2324478178,259938.0960626186,262931.625,2482807,0.0,0.0,0.0,1979.0,0.7526671620426033,276452.41328125,253289.5390625,-1
2025-07-31 00:00:00+09:00,270415.45498171845,273408.9840036563,264927.3184414991,272910.0625,3472644,0.0,0.0,0.0,1979.0,0.7251473184503777,276202.95234375,254723.7221875,-1
2025-08-01 00:00:00+09:00,265426.26029554266,266424.10337936046,256445.67254118217,257443.515625,3227394,0.0,0.0,0.0,1979.0,0.768712311590194,275579.3015625,255878.4559375,-1
2025-08-04 00:00:00+09:00,253951.0648316376,259439.20179263566,253452.1432897287,257443.515625,2281558,0.0,0.0,0.0,1979.0,0.768712311590194,274930.70390625,257104.904375,-1
2025-08-05 00:00:00+09:00,263430.54648956354,263929.46797912713,259938.0960626186,262931.625,2118171,0.0,0.0,0.0,1979.0,0.7526671620426033,274007.69765625,258379.360625,-1
2025-08-06 00:00:00+09:00,259938.10792432303,259938.10792432303,256944.5788503385,257942.421875,1374559,0.0,0.0,0.0,1979.0,0.7672254860656584,272885.1234375,259494.2703125,-1
2025-08-07 00:00:00+09:00,257443.50286259543,262432.7180343511,249460.75858778626,261434.875,2724438,0.0,0.0,0.0,1979.0,0.756976283290437,271138.8984375,260688.9890625,-1
2025-08-08 00:00:00+09:00,261434.87097953216,265426.24305555556,254948.89135599416,255946.734375,2676174,0.0,0.0,0.0,1979.0,0.7732077554466746,269242.99609375,261664.3803125,-1
2025-08-11 00:00:00+09:00,259938.11393960673,266923.0152738764,259439.19241573033,266424.09375,2415473,0.0,0.0,0.0,1979.0,0.7428006874847445,267596.55546875,262762.0075,-1
2025-08-12 00:00:00+09:00,267421.93819702603,275404.68262081785,266923.01667053904,268419.78125,3008648,0.0,0.0,0.0,1979.0,0.7372780019356342,266124.73671875,264049.225,-1
2025-08-13 00:00:00+09:00,277400.375,278398.21807553957,273409.00269784173,277400.375,3472694,0.0,0.0,0.0,1979.0,0.7134092735094536,265226.67890625,265456.18375,-1
2025-08-14 00:00:00+09:00,276901.4367653707,276901.4367653707,269916.53565777576,275903.59375,2101050,0.0,0.0,0.0,1979.0,0.7172795298176503,265575.92421875,266633.6384375,-1
2025-08-18 00:00:00+09:00,271413.32523364486,271413.32523364486,266424.1096962617,266923.03125,1993220,0.0,0.0,0.0,1979.0,0.7414122306090812,265501.08671875,267491.78375,-1
2025-08-19 00:00:00+09:00,267920.8554538973,269417.6200095057,260935.9541943916,262432.71875,1709646,0.0,0.0,0.0,1979.0,0.7540980444154317,265027.11171875,268170.3171875,-1
